plant_type,eic_long_name,country_code,eic_code
Hydro Pumped Storage,Goldisthal B,DE,11WD8GOLD1H---BJ
Hydro Pumped Storage,Goldisthal C,DE,11WD8GOLD1H---CH
Hydro Pumped Storage,Goldisthal D,DE,11WD8GOLD1H---DF
Hydro Pumped Storage,GOUVAES G1,PT,18W000000000MKI9
Hydro Pumped Storage,GOUVAES G3,PT,18W000000000MKK5
Hydro Pumped Storage,GOUVAES G4,PT,18W000000000MKL3
Hydro Pumped Storage,GRAND-MAISON 1,FR,17W100P100P0059C
Hydro Pumped Storage,GRAND-MAISON 10,FR,17W100P100P0058E
Hydro Pumped Storage,GRAND-MAISON 11,FR,17W100P100P0060R
Hydro Pumped Storage,GRAND-MAISON 12,FR,17W100P100P0062N
Hydro Pumped Storage,GRAND-MAISON 2,FR,17W100P100P0061P
Hydro Pumped Storage,GRAND-MAISON 3,FR,17W100P100P0063L
Hydro Pumped Storage,GRAND-MAISON 4,FR,17W100P100P0064J
Hydro Pumped Storage,GRAND-MAISON 5,FR,17W100P100P0065H
Hydro Pumped Storage,GRAND-MAISON 6,FR,17W100P100P0066F
Hydro Pumped Storage,GRAND-MAISON 7,FR,17W100P100P0067D
Hydro Pumped Storage,GRAND-MAISON 8,FR,17W100P100P0068B
Hydro Pumped Storage,GRAND-MAISON 9,FR,17W100P100P00699
Hydro Pumped Storage,GROUPE 05 DE LA CENTRALE HYDRAULIQUE DE COCHE (LA),FR,17W100P100P20746
Hydro Pumped Storage,Häusling-TU,AT,14W-TZH-TU-----N
Hydro Pumped Storage,IBERDROLA GENERACION S.A.U.,ES,18WMUE4B-12345-D
Hydro Pumped Storage,IBERDROLA GENERACION S.A.U.,ES,18WMUE5B-12345-3
Hydro Pumped Storage,IBERDROLA GENERACION S.A.U.,ES,18WMUE6B-12345-U
Hydro Pumped Storage,IBERDROLA GENERACION S.A.U.,ES,18WMUE7B-12345-K
Hydro Pumped Storage,Kaprun-Oberstufe-TU,AT,14W-TKO-TU-----7
Hydro Pumped Storage,Koepchenwerk_5,DE,11WD7KOEP2P--5-G
Hydro Pumped Storage,Kuehtai-M1,DE,11WD2KUM1000161L
Hydro Pumped Storage,Kuehtai-M2,DE,11WD2KUM2000162B
Hydro Pumped Storage,LA MUELA DE CORTES 1 BOMBEO,ES,18WMUE1B-12345-6
Hydro Pumped Storage,LA MUELA DE CORTES 2 BOMBEO,ES,18WMUE2B-12345-X
Hydro Pumped Storage,Limberg II-TU,AT,14W-TKP-TU-----Y
Hydro Pumped Storage,Malta-Hauptstufe-TU,AT,14W-DMH-TU-----P
Hydro Pumped Storage,Malta-Oberstufe-TU,AT,14W-DMO-TU-----T
Hydro Pumped Storage,Markersbach A,DE,11WD8MARK1H---AM
Hydro Pumped Storage,Markersbach B,DE,11WD8MARK1H---BK
Hydro Pumped Storage,Markersbach D,DE,11WD8MARK1H---DG
Hydro Pumped Storage,MONTEZIC 1,FR,17W100P100P0071M
Hydro Pumped Storage,MONTEZIC 2,FR,17W100P100P0072K
Hydro Pumped Storage,MONTEZIC 3,FR,17W100P100P0073I
Hydro Pumped Storage,MONTEZIC 4,FR,17W100P100P0074G
Hydro Pumped Storage,Reisseck 2-TU,AT,14W-DRP-TU-----1
Hydro Pumped Storage,REVIN 1,FR,17W100P100P0076C
Hydro Pumped Storage,REVIN 2,FR,17W100P100P0077A
Hydro Pumped Storage,REVIN 3,FR,17W100P100P00788
Hydro Pumped Storage,Roßhag-TU,AT,14W-TZR-TU-----Y
Hydro Pumped Storage,Saeckingen_Anteil_EnBW,DE,11WD4SAEK2HD4--9
Hydro Pumped Storage,Saeckingen_Anteil_RWE,DE,11WD4SAEK2HD7--Y
Hydro Pumped Storage,Salamonde II - G3,PT,16WSALAMG3-----6
Hydro Pumped Storage,Schluchsee_Witznau_Summe_Anteil_EnBW,DE,11WD4WITZ5H-SD4C
Hydro Pumped Storage,Schluchsee_Witznau_Summe_Anteil_RWE,DE,11WD4WITZ5H-SD76
Hydro Pumped Storage,SUPER-BISSORTE 1,FR,17W100P100P0082H
Hydro Pumped Storage,SUPER-BISSORTE 2,FR,17W100P100P0083F
Hydro Pumped Storage,SUPER-BISSORTE 3,FR,17W100P100P0084D
Hydro Pumped Storage,SUPER-BISSORTE 5,FR,17W100P100P00869
Hydro Pumped Storage,TAJO DE LA ENCANTADA 1 BOMBEO ,ES,18WTJE1B-12345-A
Hydro Pumped Storage,TAJO DE LA ENCANTADA 2 BOMBEO ,ES,18WTJE2B-12345-0
Hydro Pumped Storage,TAJO DE LA ENCANTADA 4 BOMBEO ,ES,18WTJE4B-12345-H
Hydro Pumped Storage,UP_ALTOADDA_1,IT,26WUUUALTOADDA15
Hydro Pumped Storage,UP_ANAPO_C.L_1,IT,26WUUANAPO-C-L1O
Hydro Pumped Storage,UP_BARGI_CEN_1,IT,26WUUBARGI-CEN11
Hydro Pumped Storage,UP_EDOLO_1,IT,26WUUUUUUEDOLO19
Hydro Pumped Storage,UP_ETQCHIOTAS_1,IT,26WUETQCHIOTAS1O
Hydro Pumped Storage,UP_ETQ_ROVINA_1,IT,26WUETQ-ROVINA1Y
Hydro Pumped Storage,UP_FADALTO_1,IT,26WUUUUFADALTO1G
Hydro Pumped Storage,UP_GARGNANO_1,IT,26WUUUGARGNANO18
Hydro Pumped Storage,UP_PONTVENTOUX_1,IT,26WPONTVENTOUX1J
Hydro Pumped Storage,UP_PRESENZAN_1,IT,26WUUPRESENZAN11
Hydro Pumped Storage,UP_PROVVIDEN_1,IT,26WUUPROVVIDEN13
Hydro Pumped Storage,UP_RIVADEL_3,IT,26WUUUURIVADEL38
Hydro Pumped Storage,UP_RONCOVALG_1,IT,26WUURONCOVALG13
Hydro Pumped Storage,UP_S.FIORANO_1,IT,26WUUZ-FIORANO1X
Hydro Pumped Storage,UP_SGIACOMO_3,IT,26WUUUSGIACOMO3I
Hydro Pumped Storage,UP_S.MASS.CL_1,IT,26WUUS-MASS-CL10
Hydro Pumped Storage,UP_TALORO1_1,IT,26WUUUUTALORO11V
Hydro Pumped Storage,Vianden_1,DE,11WD7VIAN2H-1-1O
Hydro Pumped Storage,Vianden_10,DE,11WD72VIA2H--10R
Hydro Pumped Storage,Vianden_11,DE,11WD72VIA2H--11P
Hydro Pumped Storage,Vianden_2,DE,11WD7VIAN2H-1-2M
Hydro Pumped Storage,Vianden_3,DE,11WD7VIAN2H-1-3K
Hydro Pumped Storage,Vianden_4,DE,11WD7VIAN2H-1-4I
Hydro Pumped Storage,Vianden_5,DE,11WD7VIAN2H-2-5C
Hydro Pumped Storage,Vianden_6,DE,11WD7VIAN2H-2-6A
Hydro Pumped Storage,Vianden_7,DE,11WD7VIAN2H-2-78
Hydro Pumped Storage,Vianden_8,DE,11WD7VIAN2H-2-86
Hydro Pumped Storage,Vianden_9,DE,11WD7VIAN2H-2-94
Hydro Pumped Storage,Vilarinho Furnas - G1,PT,16WVFURNA1-----O
Hydro Pumped Storage,VILLARINO GR.1 BOMBEO,ES,18WVRN1B-12345-B
Hydro Pumped Storage,VILLARINO GR.2 BOMBEO,ES,18WVRN2B-12345-1
Hydro Pumped Storage,VILLARINO GR.3 BOMBEO,ES,18WVRN3B-12345-S
Hydro Pumped Storage,VILLARINO GR.4 BOMBEO,ES,18WVRN4B-12345-I
Hydro Pumped Storage,VILLARINO GR.5 BOMBEO,ES,18WVRN5B-12345-8
Hydro Pumped Storage,VILLARINO GR.6 BOMBEO,ES,18WVRN6B-12345-Z
Hydro Pumped Storage,VIW_Kops-2_M1,DE,11WD43KOP2HM1--L
Hydro Pumped Storage,VIW_Kops-2_M2,DE,11WD43KOP2HM2--H
Hydro Pumped Storage,VIW_Kops-2_M3,DE,11WD43KOP2HM3--D
Hydro Pumped Storage,VIW_Obervermunt2_M1,DE,11W0-0000-0109-S
Hydro Pumped Storage,VIW_Obervermunt2_M2,DE,11W0-0000-0110-E
Hydro Pumped Storage,VIW_Rodund-2,DE,11WD43ROW2H----I
Hydro Pumped Storage,V.Nova II(Frades) - G1,PT,16WFRADES1-----F
Hydro Pumped Storage,WALDECK_2_MA_5,DE,11WD2W2M1000073I
Hydro Pumped Storage,WALDECK_2_MA_6,DE,11WD2W2M20000748
Hydro Pumped Storage,Wehr_Anteil_EnBW,DE,11WD4WEHR1HD4--Y
Hydro Pumped Storage,Wehr_Anteil_RWE,DE,11WD4WEHR1HD7--M
Hydro Pumped Storage,,BE,22WPLATEX150208N
Hydro Run-of-river and poundage,Abwinden-Asten-TU,AT,14W-BAA-TU-----T
Hydro Run-of-river and poundage,Altenwörth-TU,AT,14W-BAW-TU-----V
Hydro Run-of-river and poundage,Aschach-TU,AT,14W-BAS-TU-----Y
Hydro Run-of-river and poundage,CHASTANG (LE) 2,FR,17W100P100P0049F
Hydro Run-of-river and poundage,CHASTANG (LE) 3,FR,17W100P100P0050U
Hydro Run-of-river and poundage,Freudenau-TU,AT,14W-BFR-TU-----Q
Hydro Run-of-river and poundage,Greifenstein-TU,AT,14W-BGS-TU-----5
Hydro Run-of-river and poundage,GROUPE 01 DE LA CENTRALE HYDRAULIQUE DE SAINT-PIERRE,FR,17W100P100P0166B
Hydro Run-of-river and poundage,HYDRO-RADAG-MASCHINENHAUS-GENERATOR-1,DE,11W0-0000-0146-L
Hydro Run-of-river and poundage,Melk-TU,AT,14W-BME-TU-----5
Hydro Run-of-river and poundage,Ottensheim-Wilhering-TU,AT,14W-BOW-TU-----P
Hydro Run-of-river and poundage,Rheinkraftwerk_Iffezheim_M1-M5,DE,11WD4IFFE5H----T
Hydro Run-of-river and poundage,Töging-TU,DE,11WD2ITOT000254Q
Hydro Run-of-river and poundage,UP_AVISE_1,IT,26WUUUUUUAVISE1Z
Hydro Run-of-river and poundage,UP_CARDANO_1,IT,26WUUUUCARDANO16
Hydro Run-of-river and poundage,UP_CHIESE_1,IT,26WUUUUUCHIESE16
Hydro Run-of-river and poundage,UP_GALLETO_2,IT,26WUUUUGALLETO2T
Hydro Run-of-river and poundage,UP_LIRO_1,IT,26WUUUUUUULIRO13
Hydro Run-of-river and poundage,UP_MONTORIO_1,IT,26WUUUMONTORIO1P
Hydro Run-of-river and poundage,UP_MUCONE_1,IT,26WUUUUUMUCONE1Q
Hydro Run-of-river and poundage,UP_NERAVELINO_1,IT,26WUNERAVELINO11
Hydro Run-of-river and poundage,UP_NOCE_1,IT,26WUUUUUUUNOCE1E
Hydro Run-of-river and poundage,UP_ORTICA_1,IT,26WUUUUUORTICA1F
Hydro Run-of-river and poundage,UP_PREM-GROSIO_1,IT,26WPREM-GROSIO10
Hydro Run-of-river and poundage,UP_TAGLIAMENTO_1,IT,26WTAGLIAMENTO1J
Hydro Run-of-river and poundage,UP_VALCAMONICA_1,IT,26WVALCAMONICA1Y
Hydro Run-of-river and poundage,UP_VALMALENCO_1,IT,26WUVALMALENCO17
Hydro Run-of-river and poundage,Wallsee-Mitterkirchen-TU,AT,14W-BWM-TU-----0
Hydro Run-of-river and poundage,Wasserkraft_Laufenburg_M1-M10,DE,11WD4KWLFB5M1107
Hydro Run-of-river and poundage,Wasserkraft_Rheinfelden_M1-M4,DE,11WD4KWRHF5M1-4I
Hydro Run-of-river and poundage,Ybbs-Persenbeug-TU,AT,14W-BYP-TU-----M
Hydro Water Reservoir,AIGLE (L ) 6,FR,17W100P100P0051S
Hydro Water Reservoir,BATHIE,FR,17W100P100P03566
Hydro Water Reservoir,BATHIE,FR,17W100P100P03574
Hydro Water Reservoir,BATHIE,FR,17W100P100P03582
Hydro Water Reservoir,BATHIE,FR,17W100P100P03590
Hydro Water Reservoir,BATHIE,FR,17W100P100P0360F
Hydro Water Reservoir,BATHIE,FR,17W100P100P0361D
Hydro Water Reservoir,BORT 1,FR,17W100P100P0052Q
Hydro Water Reservoir,BORT 2,FR,17W100P100P0054M
Hydro Water Reservoir,BROMMAT 7,FR,17W100P100P0055K
Hydro Water Reservoir,COMBE D AVRIEUX 1,FR,17W100P100P00893
Hydro Water Reservoir,ENDG,ES,18WSLT2-12345-FS
Hydro Water Reservoir,ENDG,ES,18WSLT3-12345-FI
Hydro Water Reservoir,ENDG,ES,18WSLT4-12345-F8
Hydro Water Reservoir,Gerlos-TU,AT,14W-TZG-TU-----X
Hydro Water Reservoir,IBEG,ES,18WAL11-12345-AZ
Hydro Water Reservoir,IBEG,ES,18WAL12-12345-AP
Hydro Water Reservoir,IBEG,ES,18WAL13-12345-AF
Hydro Water Reservoir,IBEG,ES,18WAL14-12345-A5
Hydro Water Reservoir,IBEG,ES,18WAL15-12345-AW
Hydro Water Reservoir,IBEG,ES,18WAL16-12345-AM
Hydro Water Reservoir,IBEG,ES,18WAL21-12345-AO
Hydro Water Reservoir,IBEG,ES,18WAL22-12345-AE
Hydro Water Reservoir,IBEG,ES,18WCA21-12345-AJ
Hydro Water Reservoir,IBEG,ES,18WCED1-12345-AZ
Hydro Water Reservoir,IBEG,ES,18WCED2-12345-AP
Hydro Water Reservoir,IBEG,ES,18WCED3-12345-AF
Hydro Water Reservoir,IBEG,ES,18WCED4-12345-A5
Hydro Water Reservoir,IBEG,ES,18WCO21-12345--L
Hydro Water Reservoir,IBEG,ES,18WCO22-12345-AQ
Hydro Water Reservoir,IBEG,ES,18WJMO1-12345-AN
Hydro Water Reservoir,IBEG,ES,18WJMO2-12345-AD
Hydro Water Reservoir,IBEG,ES,18WJMO3-12345-A3
Hydro Water Reservoir,IBEG,ES,18WJMO4-12345-AU
Hydro Water Reservoir,IBEG,ES,18WMUE1-12345-FP
Hydro Water Reservoir,IBEG,ES,18WMUE2-12345-FF
Hydro Water Reservoir,IBEG,ES,18WRIC21-1234-AZ
Hydro Water Reservoir,IBEG,ES,18WSA21-12345-AX
Hydro Water Reservoir,IBEG,ES,18WSA22-12345-AN
Hydro Water Reservoir,IBEG,ES,18WSOU1-12345-A1
Hydro Water Reservoir,IBEG,ES,18WVC21-12345-A7
Hydro Water Reservoir,IBEG,ES,18WVRN1-12345-A3
Hydro Water Reservoir,IBEG,ES,18WVRN2-12345-AU
Hydro Water Reservoir,IBEG,ES,18WVRN3-12345-AK
Hydro Water Reservoir,IBEG,ES,18WVRN4-12345-AA
Hydro Water Reservoir,IBEG,ES,18WVRN5-12345-A0
Hydro Water Reservoir,IBEG,ES,18WVRN6-12345-AR
Hydro Water Reservoir,IBERDROLA GENERACION S.A.U.,ES,18WEST21-12345-C
Hydro Water Reservoir,IBERDROLA GENERACION S.A.U.,ES,18WMUE4-123456-6
Hydro Water Reservoir,IBERDROLA GENERACION S.A.U.,ES,18WMUE5-123456-X
Hydro Water Reservoir,IBERDROLA GENERACION S.A.U.,ES,18WMUE6-123456-N
Hydro Water Reservoir,IBERDROLA GENERACION S.A.U.,ES,18WMUE7-123456-D
Hydro Water Reservoir,Kaprun-Hauptstufe-TU,AT,14W-TKH-TU-----3
Hydro Water Reservoir,Kaprun-Schwarzach-TU,AT,14W-TKS-TU-----4
Hydro Water Reservoir,Mayrhofen-TU,AT,14W-TZM-TU-----A
Hydro Water Reservoir,POUGET (LE) 4,FR,17W100P100P0075E
Hydro Water Reservoir,Silz-M1,DE,11WD2SIM10001585
Hydro Water Reservoir,Silz-M2,DE,11WD2SIM2000159W
Hydro Water Reservoir,SISTERON 1,FR,17W100P100P0080L
Hydro Water Reservoir,SISTERON 2,FR,17W100P100P0081J
Hydro Water Reservoir,UF G,ES,18WBEL1-12345-AY
Hydro Water Reservoir,UF G,ES,18WBEL2-12345-AO
Hydro Water Reservoir,UF G,ES,18WBEL3-12345-AE
Hydro Water Reservoir,UP_CNTRLNTRNO_11,IT,26WCNTRLNTRNO118
Hydro Water Reservoir,UP_SFRNGNRZNE_2,IT,26WUSZRNGNRZNE21
Hydro Water Reservoir,UP_SOVERZENE_1,IT,26WUUSOVERZENE1M
Hydro Water Reservoir,UP_VALPELLIN_1,IT,26WUUVALPELLIN15
Hydro Water Reservoir,UP_VENAUS_1,IT,26WUUUUUVENAUS10
Hydro Water Reservoir,VILLARODIN 1,FR,17W100P100P00877
Hydro Water Reservoir,VILLARODIN 2,FR,17W100P100P00885
Nuclear,BELLEVILLE 1,FR,17W100P100P0090I
Nuclear,BELLEVILLE 2,FR,17W100P100P0091G
Nuclear,BLAYAIS (LE) 2,FR,17W100P100P0093C
Nuclear,BLAYAIS (LE) 4,FR,17W100P100P00958
Nuclear,Borssele 30,NL,49W000000000055V
Nuclear,BUGEY (LE) 2,FR,17W100P100P00966
Nuclear,BUGEY (LE) 3,FR,17W100P100P00974
Nuclear,BUGEY (LE) 4,FR,17W100P100P00982
Nuclear,BUGEY (LE) 5,FR,17W100P100P01004
Nuclear,CATTENOM 2,FR,17W100P100P0103Z
Nuclear,CATTENOM 3,FR,17W100P100P0104X
Nuclear,CATTENOM 4,FR,17W100P100P0105V
Nuclear,CHINON B 1,FR,17W100P100P0106T
Nuclear,CHINON B 2,FR,17W100P100P0107R
Nuclear,CHINON B 3,FR,17W100P100P0108P
Nuclear,CHINON B 4,FR,17W100P100P0109N
Nuclear,CIVAUX 1,FR,17W100P100P0113W
Nuclear,CRUAS 1,FR,17W100P100P0115S
Nuclear,CRUAS 3,FR,17W100P100P0118M
Nuclear,CRUAS 4,FR,17W100P100P0119K
Nuclear,DAMPIERRE-EN-BURLY 1,FR,17W100P100P0120Z
Nuclear,DAMPIERRE-EN-BURLY 2,FR,17W100P100P0121X
Nuclear,DAMPIERRE-EN-BURLY 3,FR,17W100P100P0122V
Nuclear,DAMPIERRE-EN-BURLY 4,FR,17W100P100P0123T
Nuclear,DOEL 1,BE,22WDOELX1150076X
Nuclear,DOEL 2,BE,22WDOELX2150077N
Nuclear,DOEL 4,BE,22WDOELX41500793
Nuclear,Emsland KKE_A,DE,11WD7KKE-1K-BLAZ
Nuclear,ENDG,ES,18WASC1-12345-BD
Nuclear,FESSENHEIM 1,FR,17W100P100P0124R
Nuclear,FESSENHEIM 2,FR,17W100P100P0125P
Nuclear,FLAMANVILLE 2,FR,17W100P100P0127L
Nuclear,GOLFECH 2,FR,17W100P100P0129H
Nuclear,GRAVELINES 1,FR,17W100P100P0130W
Nuclear,GRAVELINES 2,FR,17W100P100P0131U
Nuclear,GRAVELINES 4,FR,17W100P100P0133Q
Nuclear,GRAVELINES 5,FR,17W100P100P0135M
Nuclear,GRAVELINES 6,FR,17W100P100P0136K
Nuclear,IBEG,ES,18WASC2-12345-B3
Nuclear,IBEG,ES,18WCOF1-12345-B2
Nuclear,IBEG,ES,18WVAN2-12345-BA
Nuclear,ISAR_2,DE,11WD2ISAR000122A
Nuclear,NOGENT-SUR-SEINE 1,FR,17W100P100P0137I
Nuclear,NOGENT-SUR-SEINE 2,FR,17W100P100P0138G
Nuclear,PALUEL 1,FR,17W100P100P0139E
Nuclear,PALUEL 2,FR,17W100P100P0140T
Nuclear,PALUEL 3,FR,17W100P100P0141R
Nuclear,PALUEL 4,FR,17W100P100P0142P
Nuclear,PENLY 1,FR,17W100P100P0143N
Nuclear,PENLY 2,FR,17W100P100P0144L
Nuclear,ST-ALBAN-ST-MAURICE 1,FR,17W100P100P0145J
Nuclear,ST-ALBAN-ST-MAURICE 2,FR,17W100P100P0146H
Nuclear,ST-LAURENT-DES-EAUX B 1,FR,17W100P100P0147F
Nuclear,TIHANGE 1N,BE,22WTIHANG150239G
Nuclear,TIHANGE 1S,BE,22WTIHANG150240V
Nuclear,TIHANGE 2,BE,22WTIHANG150241T
Nuclear,TIHANGE 3,BE,22WTIHANG150242R
Nuclear,TRICASTIN (LE) 1,FR,17W100P100P0149B
Nuclear,TRICASTIN (LE) 2,FR,17W100P100P0150Q
Nuclear,TRICASTIN (LE) 3,FR,17W100P100P0152M
Nuclear,TRICASTIN (LE) 4,FR,17W100P100P0153K
Nuclear,UF G,ES,18WALZ1-12345-BT
Nuclear,UF G,ES,18WALZ2-12345-BJ
Nuclear,UF G,ES,18WTRL1-12345-BC
Other,CYCOFOS PL2,FR,17W100P100P03396
Other,Ijmond,NL,49W000000000021B
Solar,DON_RODRIGO,ES,18W000000000AI2L
Solar,Fotovoltaica Bienvenida,ES,18W000000000J1FA
Solar,FSABI,ES,18W000000000O4GG
Solar,FV1014 ,ES,18W000000000K82B
Solar,FV ARENALES,ES,18W000000000MQ3L
Solar,FV FRANCISCO PIZARRO,ES,18W000000000N9F7
Solar,FVORIOL,ES,18W000000000LFHU
Solar,GUILLENAS,ES,18W000000000HBIJ
Solar,Mula,ES,18W000000000F3CQ
Solar,NUÑEZ BALBOA,ES,18W000000000H02A
Solar,PUERTOREAL,ES,18W000000000KBH9
Solar,TALASOL,ES,18W000000000JQVE
Solar,TALAYU,ES,18W000000000JVZS
Solar,UF Olmedilla Hive,ES,18W000000000NX5T
Solar,VSLAR,ES,18W000000000L45D
Waste,Muenster_DT,DE,11WD4MUST5X-DT-M
Wind Offshore,Anholt Generation,DK,45W000000000046I
Wind Offshore,Belwind Phase 1,BE,22WBELWIN1500271
Wind Offshore,Danish Kriegers Flak Generation Unit,DK,45W000000000126K
Wind Offshore,Horns Rev A,DK,45W000000000047G
Wind Offshore,Horns Rev B,DK,45W000000000048E
Wind Offshore,Horns Rev C generation unit,DK,45W000000000116N
Wind Offshore,Mermaid,BE,22W20200608B---3
Wind Offshore,Northwind,BE,22WNORTHW150187B
Wind Offshore,Rødsand 1_GU,DK,45W000000000044M
Wind Offshore,Rødsand 2_GU,DK,45W000000000045K
Wind Offshore,Seastar,BE,22W20200608D---U
Wind Offshore,Thorntonbank - C-Power - Area NE,BE,22WTHORNT150237E
Wind Offshore,Thorntonbank - C-Power - Area SW,BE,22WTHORNT150238C
Wind Offshore,,BE,22W20161115----Z
Wind Offshore,,BE,22W20180615----H
Wind Offshore,,BE,22W201902151---T
Wind Offshore,,BE,22W201909151---M
Wind Onshore,PE TICO,ES,18W000000000KMDL
Wind Onshore,UFI P.E CUEVAS DE VELASCO,ES,18W000000000N3UW
Wind Onshore,UFI P.E. GECAMA,ES,18W000000000NXBH
Wind Onshore,UP_BDDSLDSRDI_1,IT,26WUBDDSLDSRDI17
